title,journal,date,abstract
Synthesis and Characterization of Carbon/Nitrogen/Iron Based Nanoparticles by Laser Pyrolysis as Non-Noble Metal Electrocatalysts for Oxygen Reduction,C,2018,"This paper reports original results on the synthesis of Carbon/Nitrogen/Iron-based Oxygen Reduction Reaction (ORR) electrocatalysts by CO2 laser pyrolysis. Precursors consisted of two different liquid mixtures containing FeOOH nanoparticles or iron III acetylacetonate as iron precursors, being fed to the reactor as an aerosol of liquid droplets. Carbon and nitrogen were brought by pyridine or a mixture of pyridine and ethanol depending on the iron precursor involved. The use of ammonia as laser energy transfer agent also provided a potential nitrogen source. For each liquid precursor mixture, several syntheses were conducted through the step-by-step modification of NH3 flow volume fraction, so-called R parameter. We found that various feature such as the synthesis production yield or the nanomaterial iron and carbon content, showed identical trends as a function of R for each liquid precursor mixture. The obtained nanomaterials consisted in composite nanostructures in which iron based nanoparticles are, to varying degrees, encapsulated by a presumably nitrogen doped carbon shell. Combining X-ray diffraction and Mossbauer spectroscopy with acid leaching treatment and extensive XPS surface analysis allowed the difficult question of the nature of the formed iron phases to be addressed. Besides metal and carbide iron phases, data suggest the formation of iron nitride phase at high R values. Interestingly, electrochemical measurements reveal that the higher R the higher the onset potential for the ORR, what suggests the need of iron-nitride phase existence for the formation of active sites towards the ORR."
Why Is Water More Reactive Than Hydrogen in Photocatalytic CO2 Conversion at Higher Pressures? Elucidation by Means of X-Ray Absorption Fine Structure and Gas Chromatographyâ€“Mass Spectrometry,Frontiers in Chemistry,2018,"Photocatalytic conversion of CO2 into mainly methane using Pd/TiO2 photocatalyst proceeded faster at 0.80 MPa using water rather than hydrogen as a reductant. The former reaction (CO2 + water) consists of two steps: first, water photosplitting and second, the latter reaction (CO2 + hydrogen). It was paradoxical that total steps proceeded faster than each step based on simple kinetics. To elucidate the reason, Pd and Ti K-edge X-ray absorption fine structure (XAFS) was monitored during CO2 photoconversion using H2 or moisture and the exchange reaction of 13CO2 at Pd/TiO2 surface was also monitored. As a result, the coordination number, N(Tiâ€“O) and N[Ti(â€“Oâ€“)Ti] values, decreased from original values for TiO2 crystalline (6 and 12) to 4.9â€“5.7 and 9.7â€“10.6 under CO2 and moisture, respectively, in contrast to significantly smaller decreases under CO2 and H2 and under Ar. The exchange of gas-phase 13CO2 with preadsorbed 12CO2 reached the equilibrium in ~20 h with a rate constant of 0.20 hâˆ’1. The reason of the higher activity using water rather than H2 could be explained owing to the oxygen vacancy (Ov) sites as confirmed by XAFS. The reaction of TiO2 surface with water formed Ov sites responsible for water oxidation, specially separated from Pd nanoparticle sites for CO2 reduction. In contrast, Pd nanoparticle sites were competed by CO2 and H species, and the photoconversion of CO2 was suppressed at the elevated pressure of CO2 + H2."
Evaluation of ultraviolet light toxicity on cultured retinal pigment epithelial and retinal ganglion cells,Clinical Ophthalmology,2010,"Sankarathi Balaiya, Ravi K Murthy, Vikram&amp;nbsp;S Brar, Kakarla V ChalamDepartment of Ophthalmology, University of Florida College of Medicine, Jacksonville, FL, USAPurpose: Our study is aimed at evaluating the role of UVB light in inducing cytotoxicity in an in vitro model.Methods: RGC-5 and ARPE-19 cells were exposed to different time periods of UVB light: 0, 15, 30, and 45 min. They were subsequently examined for changes in cell morphology, cell viability (neutral red uptake assay), generation of reactive oxygen species (ROS), expression of bax, bcl-2 and cytochome C by reverse transcriptase polymerase chain reaction and western blot, respectively.Results: Dose-dependent reduction in cell viability to UVB light was demonstrated with parallel increase in ROS. Increased duration of exposure (&amp;gt;15 minutes), was associated with increased expression of bax and cytochrome C, and absence of bcl-2 expression.Conclusion: UVB light exposure results in cell cytotoxicity. The concomitant generation of ROS and expression of apoptotic markers suggests the role of oxidative stress in UVB-mediated apoptosis in an in vitro model of retinal ganglion and pigment epithelial cells.Keywords: ultraviolet light, retinal pigment epithelium, retinal ganglion cell, reactive oxygen species, cytochrome C "
Glucose-derived carbon materials with tailored properties as electrocatalysts for the oxygen reduction reaction,Beilstein Journal of Nanotechnology,2019,"Nitrogen-doped biomass-derived carbon materials were prepared by hydrothermal carbonization of glucose, and their textural and chemical properties were subsequently tailored to achieve materials with enhanced electrochemical performance towards the oxygen reduction reaction. Carbonization and physical activation were applied to modify the textural properties, while nitrogen functionalities were incorporated via different N-doping methodologies (ball milling and conventional methods) using melamine. A direct relationship between the microporosity of the activated carbons and the limiting current density was found, with the increase of microporosity leading to interesting improvements of the limiting current density. Regardless of the doping method used, similar amounts of nitrogen were incorporated into the carbon structures. However, significant differences were observed in the nitrogen functionalities according to the doping method applied: ball milling appeared to originate preferentially quaternary and oxidized nitrogen groups, while the formation of pyridinic and pyrrolic groups was favoured by conventional doping. The onset potential was improved and the two-electron mechanism of the original activated sample was shifted closer to a four-electron pathway due to the presence of nitrogen. Interestingly, the high pyridinic content related to a high ratio of pyridinic/quaternary nitrogen results in an increase of the onset potential, while a decrease in the quaternary/pyrrolic nitrogen ratio favors an increase in the number of electrons. Accordingly, the electrocatalyst with the highest performance was obtained from the activated sample doped with nitrogen by the conventional method, which combined the most appropriate textural and chemical properties: high microporosity and adequate proportion of the nitrogen functionalities."
Nitrogen doped large mesoporous carbon for oxygen reduction electrocatalyst using DNA as carbon and nitrogen precursor,Electrochemistry Communications,2012,"By using herring sperm DNA as carbon and nitrogen precursor and commercial hydrophilic nano-CaCO3 as hard-template, a one step and green method to synthesize nitrogen doped large mesoporous carbon (N-LMC) is presented. Transmission electron microscopy (TEM), nitrogen adsorptionâ€“desorption and X-ray photoelectron spectra (XPS) were employed to confirm the characterizations of N-LMC. The as-prepared material exhibited higher electrocatalytic activity for the oxygen reduction reaction (ORR) than LMC. Moreover, the influence of different amounts of N-bonding configurations formed at different carbonization temperatures in N-LMC for the ORR was researched. Results indicated that N-LMC treated at 800Â Â°C (N-LMC-800) with high amounts of pyridinic N and graphitic N showed improved electrocatalytic activity for the ORR. Keywords: Nitrogen doped large mesoporous carbon, Oxygen reduction reaction, Electrocatalyst, DNA precursor"
Effect of metal ad-layers on Au(111) electrodes on electrocatalytic reduction of oxygen in an alkaline solution,Electrochemistry Communications,2004,"Oxygen reduction reaction was investigated in an O2-saturated 0.1 M NaOH solution at Au(111) single crystal electrodes modified with various ad-metals (Cu, Ag and Bi) by underpotential deposition (upd). An increase in the catalytic activity was observed upon deposition of metal ad-atoms submonolayer for all prepared electrodes: Cu ad-layer was found, for the first time, to show a very interesting positive catalytic effect in contrast with reported data in acidic media, i.e., an apparent four-electron reduction process due to considerable enhancement of the disproportionation of hydrogen peroxide on the 1/3 monolayer (ML) Cu-modified Au(111) electrode. An interesting catalytic activity was also obtained at the 1/3 ML Ag ad-atoms modified Au(111) electrode, where a significant increase in reduction current was shown to suggest a four-electron reduction of oxygen to water. The Bi ad-atoms modified Au(111) electrode, Bi(2Ã—2)â€“Au(111), showed positive catalytic activity by a limiting current of twice higher than at a bare Au(111) electrode with peak potential at ca. âˆ’0.38 V vs. Ag|AgCl|KCl(sat). Keywords: Fuel cells, Oxygen reduction, Electrocatalytic activity, Au(111) electrode, upd"
Localized growth of Pt on Pd as a bimetallic electrocatalyst with enhanced catalytic activity and durability for proton exchange membrane fuel cell,Electrochemistry Communications,2013,"Pt on Pd nanocatalyst with hollow interior structure was synthesized by a modified galvanic replacement method. The hollow nanoparticles with rough Pt surface on Pd layer (Ptâ€“Pd) exhibit significantly higher electrochemically active surface area when compared to that of conventional hollow Pt nanoparticles, with remarkably enhanced oxygen reduction reaction activity and durability compared to those of as-synthesized hollow Pt catalysts and the E-TEK commercial Pt/C. Real-world application of the catalysts in a single fuel cell has been evaluated and found consistent with the electrochemical measurements. Keywords: Ptâ€“Pd, Bimetallic, Electrocatalyst, Fuel cell"
Co/NÃ¢Â€Â“C nanotubes with increased coupling sites by space-confined pyrolysis for high electrocatalytic activity,Green Energy & Environment,2017,"Searching low cost and non-precious metal catalysts for high-performance oxygen reduction reaction is highly desired. Herein, Co nanoparticles embedded in nitrogen-doped carbon (Co/NÃ¢Â€Â“C) nanotubes with internal void space are successfully synthesized by space-confined pyrolysis, which effectively improve the cobalt loading content and restrict the encapsulated particles down to nanometer. Different from the typical conformal carbon encapsulation, the resulting Co/NÃ¢Â€Â“C nanotubes possess more cobalt nanoparticles embedded in the nanotubes, which can provide more coupling sites and active sites in the oxygen reduction reaction (ORR). Moreover, the one-dimensional and porous structure provides a high surface area and a fast electron transfer pathway for the ORR. And the Co/NÃ¢Â€Â“C electrode presents excellent electrocatalytic ORR activity in terms of low onset potential (30Ã‚Â mV lower than that of Pt/C), small Tafel slop (45.5Ã‚Â mVÃ‚Â decÃ¢ÂˆÂ’1) and good durability (88.5% retention after 10,000Ã‚Â s). Keywords: Co nanoparticles, Nitrogen-doped carbon nanotubes, Oxygen reduction reaction"
"Optimization, kinetics, physicochemical and ecotoxicity studies of Fenton oxidative remediation of hydrocarbons contaminated groundwater",Egyptian Journal of Petroleum,2018,"Fenton oxidation remediation of hydrocarbons contaminated groundwater was investigated for efficiency and effectiveness. 10% pollution was simulated in the laboratory by contaminating groundwater samples with diesel and domestic purpose kerosene (DPK) in two different experimental set ups. Optimum conditions of concentrations of the treatment solutions and pH were established: 300Â mg/L (FeSO4), 150,000Â mg/L (H2O2) and pHÂ =Â 3 for the kerosene contaminant; 100Â mg/L (FeSO4), 300,000Â mg/L (H2O2) and pHÂ =Â 3 for the diesel contaminant. The results from kinetics study show that the remediation process is pseudo-first order reaction with a rate constant of 8.07Â Ã—Â 104Â mgLâˆ’1hrâˆ’1 and 3.13Â Ã—Â 104Â mgLâˆ’1hrâˆ’1 for the diesel and kerosene contaminants in that order with 95.32% and 79.25% reduction in chemical oxygen demand (COD) for diesel and kerosene contaminated samples at the end of the remediation process respectively indicated that remediation have occurred significantly. Percent reduction in Total Petroleum Hydrocarbon (TPH) as kerosene was 89.84% and that of the diesel contaminant as 91.87% after 6Â hours of remediation. The general pollution index (GPI) for the hydrocarbons contaminated samples was in the range of 6.70â€“7.52 against the background value of 4.39 for the control groundwater sample. After treatment the GPI had dropped to 4.13â€“4.43 which depicts remarkable remediation although the samples remained impaired. Therefore there is the need of post-treatments to make the groundwater fit for domestic and agricultural uses. The application of the Fenton oxidative process is found to be very efficient, effective and rapid in reducing total petroleum hydrocarbon as kerosene and diesel as target contaminants. Keywords: Post-treatment, Pollution, Optimum, Rate constant, Pseudo-first order kinetics"
Ni-CeO2/C Catalysts with Enhanced OSC for the WGS Reaction,Catalysts,2015,"In this work, the WGS performance of a conventional Ni/CeO2 bulk catalyst is compared to that of a carbon-supported Ni-CeO2 catalyst. The carbon-supported sample resulted to be much more active than the bulk one. The higher activity of the Ni-CeO2/C catalyst is associated to its oxygen storage capacity, a parameter that strongly influences the WGS behavior. The stability of the carbon-supported catalyst under realistic operation conditions is also a subject of this paper. In summary, our study represents an approach towards a new generation of Ni-ceria based catalyst for the pure hydrogen production via WGS. The dispersion of ceria nanoparticles on an activated carbon support drives to improved catalytic skills with a considerable reduction of the amount of ceria in the catalyst formulation."
The tripeptide feG regulates the production of intracellular reactive oxygen species by neutrophils,Journal of Inflammation,2006,"<p>Abstract</p> <p>Background</p> <p>The D-isomeric form of the tripeptide FEG (feG) is a potent anti-inflammatory agent that suppresses type I hypersensitivity (IgE-mediated allergic) reactions in several animal species. One of feG's primary actions is to inhibit leukocyte activation resulting in loss of their adhesive and migratory properties. Since activation of neutrophils is often associated with an increase in respiratory burst with the generation of reactive oxygen species (ROS), we examined the effect of feG on the respiratory burst in neutrophils of antigen-sensitized rats. A role for protein kinase C (PKC) in the actions of feG was evaluated by using selective isoform inhibitors for PKC.</p> <p>Results</p> <p>At 18h after antigen (ovalbumin) challenge of sensitized Sprague-Dawley rats a pronounced neutrophilia occurred; a response that was reduced in animals treated with feG (100 Î_g/kg). With antigen-challenged animals the protein kinase C (PKC) activator, PMA, significantly increased intracellular ROS of circulating neutrophils, as determined by flow cytometry using the fluorescent probe dihydrorhodamine-123. This increase was prevented by treatment with feG at the time of antigen challenge. The inhibitor of PKCÎ´, rottlerin, which effectively prevented intracellular ROS production by circulating neutrophils of animals receiving a naÃ¯ve antigen, failed to inhibit PMA-stimulated ROS production if the animals were challenged with antigen. feG treatment, however, re-established the inhibitory effects of the PKCÎ´ inhibitor on intracellular ROS production. The extracellular release of superoxide anion, evaluated by measuring the oxidative reduction of cytochrome C, was neither modified by antigen challenge nor feG treatment. However, hispidin, an inhibitor of PKCÎ_, inhibited the release of superoxide anion from circulating leukocytes in all groups of animals. feG prevented the increased expression of the Î_1-integrin CD49d on the circulating neutrophils elicited by antigen challenge.</p> <p>Conclusion</p> <p>feG reduces the capacity of circulating neutrophils to generate intracellular ROS consequent to an allergic reaction by preventing the deregulation of PKCÎ´. This action of feG may be related to the reduction in antigen-induced up-regulation of CD49d expression on circulating neutrophils.</p> "
Aceros aluminotÃ©rmicos. Nuevas aplicaciones,Revista de Metalurgia,2004,"The metallothermy is a process based on physical ' chemistry possibility of metallic oxides reduction (Fe, Cr, Mn, Cu) for oxygen strong affinity metals, like Al, Mg and Ti. The reaction is highly exothermic giving place to a metallic phase and slag separation by refining and reduction process simultaneously. The technological developed patent initially by Thermit - and improved for other Companies - works well by more than 50 years; today it is employed almost exclusively for obtaining steels and coppers for complex welded joints unions. Particular application or interest presents in the Railways technology for building continuous tracks, practically implanted in all the word and in welding copper cable rope - steel rail employed for traffic signals control. This work displays the fundamental thermodynamic principles of the aluminothermics of iron and their application to the complex weld of crossrail, dilation joints and bypass in Railways, that combine Hadfield steels, stainless steels and pearlitic steels of different mechanical properties. The unions should be compact, with strength and hardness in the levels that are cited in the work, according to requirements demanded by high speed (350 km/ h.) lines, now in construction in Spain, but they result of general use to whatever class of less demanding lines and to mining railroads.&lt;br&gt;&lt;br&gt;La metalotermia es un proceso fÃ_sicoquÃ_mico basado en la posibilidad de reducciÃ_n de Ã_xidos metÃ¡licos (hierro, cromo, manganeso, cobre) por metales altamente afines por el oxÃ_geno, como son aluminio, magnesio y titanio. La reacciÃ_n es altamente exotÃ©rmica dando lugar a un caldo metÃ¡lico separado de su escoria, por un proceso de reducciÃ_n y afino combinados. La patente tecnolÃ_gica, desarrollada inicialmente por Thermit y perfeccionada por otras CompaÃ±Ã_as, lleva en vigor mÃ¡s de 50 aÃ±os; se aplica hoy, casi exclusivamente, a la obtenciÃ_n de aceros y cobres para uniones soldadas complejas. Particular aplicaciÃ_n o interÃ©s presentan en la tecnologÃ_a de los ferrocarriles para la obtenciÃ_n del carril continuo, prÃ¡cticamente implantado en todo el mundo y en soldaduras cable de cobre-carril de acero empleadas en las seÃ±alizaciones para control de trÃ¡fico. En este trabajo se aportan las bases termodinÃ¡micas de la aluminotermia del hierro y su aplicaciÃ_n a la soldadura compleja de cruzamientos, juntas de dilataciÃ_n y desvÃ_os en FF.CC, que combinan aceros Hadfield, aceros inoxidables y aceros perlÃ_ticos de diferentes propiedades mecÃ¡nicas. Las uniones deben ser compactas, resistentes y duras en los niveles que se citan en el trabajo, segÃºn requisitos exigidos por la circulaciÃ_n en lÃ_neas de alta velocidad (350 km/h.), actualmente en construcciÃ_n en EspaÃ±a, pero que resultan generalizables a otro tipo de lÃ_neas menos exigentes y a ferrocarriles mineros. "
Spectroscopic studies of the iron and manganese reconstituted tyrosyl radical in Bacillus cereus ribonucleotide reductase R2 protein.,PLoS ONE,2012,"Ribonucleotide reductase (RNR) catalyzes the rate limiting step in DNA synthesis where ribonucleotides are reduced to the corresponding deoxyribonucleotides. Class Ib RNRs consist of two homodimeric subunits: R1E, which houses the active site; and R2F, which contains a metallo cofactor and a tyrosyl radical that initiates the ribonucleotide reduction reaction. We studied the R2F subunit of B. cereus reconstituted with iron or alternatively with manganese ions, then subsequently reacted with molecular oxygen to generate two tyrosyl-radicals. The two similar X-band EPR spectra did not change significantly over 4 to 50 K. From the 285 GHz EPR spectrum of the iron form, a g(1)-value of 2.0090 for the tyrosyl radical was extracted. This g(1)-value is similar to that observed in class Ia E. coli R2 and class Ib R2Fs with iron-oxygen cluster, suggesting the absence of hydrogen bond to the phenoxyl group. This was confirmed by resonance Raman spectroscopy, where the stretching vibration associated to the radical (C-O, Î_(7a)â€_=â€_1500 cm(-1)) was found to be insensitive to deuterium-oxide exchange. Additionally, the (18)O-sensitive Fe-O-Fe symmetric stretching (483 cm(-1)) of the metallo-cofactor was also insensitive to deuterium-oxide exchange indicating no hydrogen bonding to the di-iron-oxygen cluster, and thus, different from mouse R2 with a hydrogen bonded cluster. The HF-EPR spectrum of the manganese reconstituted RNR R2F gave a g(1)-value of âˆ_2.0094. The tyrosyl radical microwave power saturation behavior of the iron-oxygen cluster form was as observed in class Ia R2, with diamagnetic di-ferric cluster ground state, while the properties of the manganese reconstituted form indicated a magnetic ground state of the manganese-cluster. The recent activity measurements (Crona et al., (2011) J Biol Chem 286: 33053-33060) indicates that both the manganese and iron reconstituted RNR R2F could be functional. The manganese form might be very important, as it has 8 times higher activity."
Oxygen reduction reaction activities of Ni/Pt(111) model catalysts fabricated by molecular beam epitaxy,Electrochemistry Communications,2010,"Oxygen reduction reaction (ORR) activities were evaluated for clean Pt(111) and Ni/Pt(111) model catalysts fabricated by molecular beam epitaxy. Exposure of clean Pt(111) to 1.0Â L CO at 303Â K produced linear-bonded and bridge-bonded CO-Pt IR bands at 2093 and 1858Â cmâˆ’1. In contrast, 0.3-nm-thick Ni deposited on Pt(111) at 573Â K (573Â K-Ni0.3Â nm/Pt(111)) produced broad IR bands for adsorbed CO at around 2070Â cmâˆ’1; the separation of reflection high-energy electron diffraction (RHEED) streaks is slightly wider for 573Â K-Ni0.3Â nm/Pt(111) than for the clean Pt(111). For 823Â K-Ni0.3Â nm/Pt(111), the separation of the RHEED streaks is the same as that for the Pt(111), and a single sharp IR band due to adsorbed CO is located at 2082Â cmâˆ’1. The results suggest that for the 823Â K-Ni0.3Â nm/Pt(111), a Pt-enriched outermost surface (Pt-skin) was formed through surface segregation of the substrate Pt atoms. ORR activities for the 573Â K- and 823Â K-Ni0.3Â nm/Pt(111) as determined from linear sweep voltammetry curves were five times and eight times higher than that for clean Pt(111), respectively, demonstrating that Pt-skin generation is crucial for developing highly active electrode catalysts for fuel cells. Keywords: Pt(111), Ptâ€“Ni surface alloy, Molecular beam epitaxy, Oxygen reduction reaction, Polymer-electrolyte fuel cells"
Application of novel methods in environmental and health hazardous pollutants removal using nanophotocatalysts,Majallah-i Ì’IlmÄ«-i DÄÅnishgÄÅh-i Ì’UlÅ«m-i PizishkÄ«-i SimnÄÅn,2016,"Photo catalytic technology has been studied extensively since 1970. A lot of researches have been done to understand the basic processes and structure and photo catalyst efficiency increasing, particularly for the prevention and control of water, air and soil pollution. This method is attractive because of the impossibility of removing many contaminants to conventional and common methods and using atmospheric oxygen as the oxidizer, the possibility of complete mineralization of organic matters to the H2O and CO2 and this process could be used under the environmental conditions. During the past year a lot of attention has been paid to the reaction of photo semiconductors, metal oxides such as Titanium dioxide, Zinc oxide, zirconium dioxide, tungsten trioxide and cadmium sulfide (photo catalytic oxidation). In this case, nanotechnology will find wide application in the future with the creation of a new approach in the photo catalyst industry. In nano -scale particles, not only area increases considerable, but also other effects on optical and electromagnetic properties will be increased. Studies showed that photo catalytic reaction rate increases with the particle size reducing and increasing in the oxidation &ndash; reduction potential, significantly. Even in some conditions, the energy emitted from the light source can be used in place of ultraviolet radiation and it could be the effective energy source for photo catalyst. Nano photo catalysts with the hydrophilic and strength nanostructured catalytic properties due to their high surface area to volume are one of the key technologies for environmental pollutant control. The nano photo catalyst technology could have used for applications in water filtration systems, waste and air for removal of resistant and dangerous contaminants properly."
New Antibacterial Silver(I) Coordination Polymers Based on a Flexible Ditopic Pyrazolyl-Type Ligand,Polymers,2019,"In the last two decades, a tremendous amount of attention has been directed towards the design of antibacterial silver(I)-based materials, including coordination polymers (CPs) built up with a great variety of oxygen and nitrogen-containing ligands. Herein, a family of six new silver(I)-based CPs, having the general stoechiometric formula [Ag(H<sub>2</sub>DMPMB)(X)] (X = NO<sub>3</sub>, <b>1</b>; CF<sub>3</sub>CO<sub>2</sub>, <b>2</b>; CF<sub>3</sub>SO<sub>3</sub>, <b>3</b>; BF<sub>4</sub>, <b>4</b>; ClO<sub>4</sub>, <b>5</b>; and PF<sub>6</sub>, <b>6</b>) and incorporating the flexible ditopic pyrazolyl-type ligand 4,4&#8242;-bis((3,5-dimethyl-1H-pyrazol-4-yl)methyl)biphenyl (H<sub>2</sub>DMPMB), has been prepared by the chemical precipitation method involving the reaction of silver(I) salts with H<sub>2</sub>DMPMB in the 1:1 molar ratio, in alcohols, or acetonitrile at room temperature for two-hours. The new silver(I)-based polymeric materials were characterized by means of Fourier transform infrared spectroscopy (FTIR), elemental analysis (EA), and thermogravimetric analysis (TGA), allowing for the proposition that their structures comprise one-dimensional chains, with the silver(I) ions mostly assuming a T-shapped stereochemistry completed by the exo-bidentate ligands and counter-anions. The obtained silver(I) CPs showed a remarkable light insensitivity and stability in the air, are insoluble in water and in most common organic solvents, and possess appreciable thermal stabilities spanning the range 250&#8722;350 &#176;C. The antibacterial activity of the obtained silver(I) CPs was tested against the Gram-negative bacteria <i>Escherichia coli</i> (<i>E. coli</i>) and Gram-positive bacteria <i>Staphylococcus aureus</i> (<i>S. aureus</i>) using the Tetrazolium/Formazan test (TTC), by measuring the bacterial viability at different time intervals. The complete reduction of both bacterial strains occurred after 24 h of exposure to all silver(I) CPs, the bacterial viability values for <i>S. aureus</i> reaching 8% for compounds <b>3</b>, <b>5</b>, and <b>6</b> after only two-hours."
Structural stability and O2 dissociation on nitrogen-doped graphene with transition metal atoms embedded: A first-principles study,AIP Advances,2015,"By using first-principles calculations, we investigate the structural stability of nitrogen-doped (N-doped) graphene with graphitic-N, pyridinic-N and pyrrolic-N, and the transition metal (TM) atoms embedded into N-doped graphene. The structures and energetics of TM atoms from Sc to Ni embedded into N-doped graphene are studied. The TM atoms at N4V 2 forming a 4N-centered structure shows the strongest binding and the binding energies are more than 7 eV. Finally, we investigate the catalytic performance of N-doped graphene with and without TM embedding for O2 dissociation, which is a fundamental reaction in fuel cells. Compared to the pyridinic-N, the graphitic-N is more favorable to dissociate O2 molecules with a relatively low reaction barrier of 1.15 eV. However, the catalytic performance on pyridinic-N doped structure can be greatly improved by embedding TM atoms, and the energy barrier can be reduced to 0.61 eV with V atom embedded. Our results provide the stable structure of N-doped graphene and its potential applications in the oxygen reduction reactions."
Nanostructured PtVFe catalysts: Electrocatalytic performance in proton exchange membrane fuel cells,Electrochemistry Communications,2009,"This paper reports new findings of an investigation of the electrocatalytic performance of nanostructured PtVFe catalysts in proton exchange membrane fuel cells (PEMFC). The membrane electrode assembly was prepared using nano-engineered PtVFe nanoparticles with controlled composition and size supported on carbon as the cathode electrocatalysts. The results reveal that the PtVFe/C catalysts exhibited excellent fuel cell performance, better than that using the commercial Pt/C catalyst. This finding provides the first example demonstrating the viability of the PEMFC application of the nanostructured trimetallic catalysts. Keywords: Nano-engineered trimetallic nanoparticles, Platinumâ€“vanadiumâ€“iron nanoparticles, Electrocatalysts for oxygen reduction reaction, PEM fuel cells"
Long Non-Coding RNA MALAT1 Protects Human Osteoblasts from Dexamethasone-Induced Injury via Activation of PPM1E-AMPK Signaling,Cellular Physiology and Biochemistry,2018,"Background/Aims: Dexamethasone (Dex) induces injuries to human osteoblasts. In this study, we tested the potential role of the long non-coding RNA metastasis-associated lung adenocarcinoma transcript 1 (Lnc-MALAT1) in this process. Materials: Two established human osteoblastic cell lines (OB-6 and hFOB1.19) and primary human osteoblasts were treated with Dex. Lnc-MALAT1 expression was analyzed by quantitative real-time polymerase chain reaction assay. Cell viability, apoptosis, and death were tested by the MTT assay, histone-DNA assay, and trypan blue staining assay, respectively. AMP-activated protein kinase (AMPK) signaling was evaluated by western blotting and AMPK activity assay. Results: Lnc-MALAT1 expression was downregulated by Dex treatment in the established osteoblastic cell lines (OB-6 and hFOB1.19) and primary human osteoblasts. The level of Lnc-MALAT1 was decreased in the necrotic femoral head tissues of Dex-administered patients. In osteoblastic cells and primary human osteoblasts, forced overexpression of Lnc-MALAT1 using a lentiviral vector (LV-MALAT1) inhibited Dex-induced cell viability reduction, cell death, and apoptosis. Conversely, transfection with Lnc-MALAT1 small interfering RNA aggravated Dex-induced cytotoxicity. Transfection with LV-MALAT1 downregulated Ppm1e (protein phosphatase, Mg2+/ Mn2+-dependent 1e) expression to activate AMPK signaling. Treatment of osteoblasts with AMPKÎ±1 short hairpin RNA or dominant negative mutation (T172A) abolished LV-MALAT1-induced protection against Dex-induced cytotoxicity. Furthermore, LV-MALAT1 induced an increase in nicotinamide adenine dinucleotide phosphate activity and activation of Nrf2 signaling. Dex-induced reactive oxygen species production was significantly attenuated by LV-MALAT1 transfection in osteoblastic cells and primary osteoblasts. Conclusion: Lnc-MALAT1 protects human osteoblasts from Dex-induced injuries, possibly via activation of Ppm1e-AMPK signaling."
A facile two-step electroreductive synthesis of anthraquinone/graphene nanocomposites as efficient electrocatalyst for O2 reduction in neutral medium,Electrochemistry Communications,2012,"Anthraquinone/graphene nanocomposite was synthesized via a facile two-step electroreduction process and was characterized with various techniques. The electrocatalytic activity of the as-prepared anthraquinone/graphene nanocomposite towards O2 reduction was studied in neutral medium. Results show that most of oxygen-containing functional groups on graphene oxide were removed after electroreduction. Anthraquinone/graphene nanocomposite exhibits excellent electrocatalytic performance for two-electron reduction of oxygen, suggesting its potential as metal-free electrocatalysts for oxygen reduction reaction. Keywords: Anthraquinone, Electrocatalysis, Graphene, Oxygen reduction"
Ternary non-noble metal chalcogenide (Wâ€“Coâ€“Se) as electrocatalyst for oxygen reduction reaction,Electrochemistry Communications,2007,"In this study, a catalyst based on a novel ternary non-noble metal chalcogenide, Wâ€“Coâ€“Se, was synthesized for the oxygen reduction reaction (ORR) in acidic medium. The non-noble metal chalcogenide catalyst was electrochemically stable in the potential range of 0.05â€“0.8Â V versus NHE in 0.5Â M H2SO4 aqueous solution. This catalyst demonstrated significant catalytic activity towards the ORR, showing the ORR onset potential at 0.755Â V versus NHE in 0.5Â M H2SO4 at 25Â Â°C. Such high activity might be attributed to the electronic structure of non-noble metals modified by chalcogen. Keywords: Oxygen reduction reaction (ORR), Non-noble metal catalyst, Chalcogenide, Polymer electrolyte fuel cell (PEM)"
Electrochemical reduction of oxygen on double-walled carbon nanotube modified glassy carbon electrodes in acid and alkaline solutions,Electrochemistry Communications,2010,"The oxygen reduction reaction has been investigated on double-walled carbon nanotube (DWCNT) modified glassy carbon (GC) electrodes in acid and alkaline media using the rotating disk electrode (RDE) method. The surface morphology and composition of DWCNT samples was examined by transmission electron microscopy (TEM) and X-ray photoelectron spectroscopy (XPS). Aqueous suspensions of DWCNTs were prepared using Nafion and non-ionic surfactant Triton X-100 as dispersing agents. The RDE results indicated that the DWCNT modified GC electrodes are active catalysts for oxygen reduction in alkaline solution. In acid media DWCNT/GC electrodes possess poor electrocatalytic properties for O2 reduction which indicates lack of metal catalyst impurities in the DWCNT material studied. The oxygen reduction behaviour of DWCNTs was similar to that of multi-walled carbon nanotubes (MWCNTs) observed in our previous studies. Keywords: Oxygen reduction, Electrocatalysis, Double-walled carbon nanotubes, DWCNTs"
Negative differential resistance as a critical indicator for the discharge capacity of lithium-oxygen batteries,Nature Communications,2019,"Understanding the fundamental chemistry in Li-O2 battery holds importance to the development of superior energy devices. Here the authors report that the oxygen reduction reaction in Li-O2 battery exhibits negative differential resistance, which can work as an indicator to the reaction pathway."
